board,winner
XXXXXXXXXXOOOXXXXXXXXXXOOOXXXXXXXXXXOOOXXXXXOOOOXOOOXXOOOOOOOXOOOXXXXOOOOOXOOOXXXXOOOOOXOOOXXXXOOOOOXOOOXXXXOOOOOXOOOXXXXOOOOOXOOOXXXXOOOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOOOOOOXXOXXXXXXXXXXXXOOXXXXXXXXXXXOOOOOOOOOOOXXOOOOOOXXXXXXXOOOOXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOOOOOXOOOXXXXXXXXOXOOXXXXXXXXXOXOOOOOOOXXXXOXOOOOOXXXXXXOXOOOOXXXXXXXOXOOOOOXXXXXXOXOOOOOXXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOXXXXOXXXXXOOXXXXXOXXXXXOOOXXXXOXXXXXOOOXX XOXXXXXO     XX                  ,0
OOOOOXXXXXXXXOOOOXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXXXXXOOOXXXXXXXOOXOOOXXXXOOOOOXOOOXXOOOOOOOXOOOXXXXXOOOOXOOOXXXXOOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXXXOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOXXXOXXXXXOOXXXXXOXXXXXOOOXXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXOOOOOOOOOOOXXOOOOOOOOOOOXXOOOOOOOOOOOXXOXXXXXXXXXOXXOXXXXXOOOOOXXOXXXXOOOOOOXXOXXXXXXOOOOXXOXXXXXOOOOOXXOXXXXXXOOOOXXOXXXXXOOOOOXXOXXXXXXOOOOXOXXXXXXOOO  XXXX         ,0
OXOOOOOOOOO  OXXXXXXXXX   OX           OX           OX           OX           OX           OX           OX           OX           OX           OX           X            ,1
OOXXXXXXXXXXXOOXXXXXXXXXXXOOXOOOOXXXXXXOOXOOOOOOOXXXOOXOOOOOXXXXXOOXOOOOOXXXXXOOXOOOOOOXXXXOOXOOOOOXXXXXOXOOOOOOXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOOOOOXOOOXXXXXXXXOXOOXXXXXXXXXOXOOOOOOOXXXXOXOOOOOXXXXXXOXOOOOXXXXXXXOXOOOOOXXXXXXOXOOOOOXXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXOOOXOOOOOXXOOOOOXOOOOOXXXOOOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
 OOOOOOOOOOOX   XXXXXXXXOX          XX                                                                                                                                   ,1
XXXXXXXXXXXXOXXXXXOOOOOOXOXXOOOOOOOOOXOXXXXXXOOOOOXOXXXXXOOOOOOXOXXXXOOOOOOOXOXXXXXXOOOOOXOXXXXXOOOOOOXOXXXXOOOOOOOXOXXXXXXOOOOOXOXXXXXOOOOOOOOXXXXXOOOOOO  XXXXXX       ,0
OOOOOOOOOOOXXOXXXXXXXXXXXXOOXXXXXXXXXXXOOOOOOOOOOOXXOOOOOOXXXXXXXOOOOXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXXXXOOXXXXXXOOOOOOOXXXXOOOOOOO  XXXXXX       ,0
XXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXXXOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOOOOOXXXOOOOOOXXXOXXXOOOXXXXXXOXXXOOXXXXXXXOXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOOOOXXOOOOOOXXXXOXXOOOXXXXXXXOXXOOOXXXXXXXOXXOOOOOOXXXXOXXOOOOXXXXXXOXXOOOOXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOOOXXXOXXXXXXXXXXXXOOOOXXXXXXXXXOOOOOOOOOXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXX  OOOOOOX      OOO  X                    ,0
OOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOXXOXXXXOOOXXXXXOXXXXOOXXXXXXOXXXXOOOOXXXXOXXXXOOOXXXXXOXXXXOOOOXX XOXXXXO      XOXXXX       XX    ,0
OXXXXXXXXXXXXOOOOOOOOOOOOXOOOOOOXXXXXXXOOOOXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXX OOOO                      ,0
OOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XOXXXXXXXXXXXXOOOOOOOOOOOOXOXOOOOOOOOOOXOXXXXXXXXXXOXOXXXXXOOOOOOXOXXXOOOOOOOOOXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
   XXXXXXXXXX  OOOOOOOOOOX           OO                                                                                                                                  ,1
XXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXOOOOXOOOOXXOOOOOOXOOOOXXXOOOOOXOOOOXXXXOOOOXOOOOXXXOOOOOXOOOOXXXXOOOOXOOOOXXXOOOOOOOO  XXXXXX       ,0
OOOOOOOOOOOOXOOXXXXXXXXXOXOXXXXXXXXXXOXOOOOOOOOOXXOXOOOOOXXXXXXOXOOOXXXXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOOOOXXOOXXXXXXXXOXXOXXXXXXXXXXXXOOOOOOOOOXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXOOOOOOOOOOOOXOXOOOOOOOOOOXOXXXXXXOOOOOXOXXXOOOOOOOXOXXXOOOOOOOOOXXXXOOO   XXX         ,0
XXXXXXXXXXOOOXXXXXXXOOXOOOXXXXOOOOOXOOOXXOOOOOOOXOOOXXXXXOOOOXOOOXXXXOOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXOXXXXOOOOXXXXXXXXXOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OXOOOOOOOOO  OXXXXXXXXX   OX           X                                                                                                                                 ,1
XXXXXXOOOOOOOXXXXXXOOOOOOOXXXXOOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOXXXXXXXXXXOOOXXXXXXXXXXOOOXXXXXXXXXXOOOXOOOOOOOOXOOOXOOOOOXXXXOOOXOOOXXXXXXOOXOOOOOOXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOO                      ,0
XXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXOOOOXOOOOOXXOOOOOXOOOOOXXXOOOOXOOOOOXXXOOOOXOOOOOXXXOOOOOOOO  XXXXXX       ,0
XXXXXXXXXOOOOXXXXXXXXXOOOOXXXOOOOOXOOOOXXOOOOOOXOOOOXXXXOOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXOOOOOOOOOOXXOXXXOOOOOOOXXXXXXXXXXOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
                          X            XO           XO           XO           XO           XO           XO           XO           XO           XO           O            ,0
OOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXX      OOOOX        OOOOX        OOOOX        OOOOX        OOOOX        OOOOX        O  X                      ,0
XXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXOOOXOOOOXXXOOOOOXOOOOXXOOOOOOXOOOOXXXXXOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXOOOOOOOXOOOOXOOOOXXXXOOOOXOOOXXXXXOOOXOOOOOOXXXOOOOOOOOXXXXXOOOOOOXXXXXX OOO                       ,0
XXOOOOOOOOOOOXXOOOOOOOOOOOXXOXXXXXXXXOOXXOXXXXXOOOOOXXOXXXXOOOOOOXXOXXXXXXXOOOXOXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOXXOOOOOOXXXXOXXXXXXXOXXXXOXXXXOOOOXXXOXXXXOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOXXXXXXX OOOOOOOOOOO               ,0
XXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXOOXOOOOOXXOOOOOXOOOOOXXOOOOOXOOOOOXXXXOOOXOOOOOXXXOOOOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXXXXOOOOOXXOOOOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOO  XXXOXXXXXX   XXXX                                                                                                                 ,1
OOOOOOOOOOOOXOOXXXXXXXXXOXOXXXXXXXXXXOXOOOOOOOOXXXOXOOOOOXXXXXXXXOOOOXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXXXOOOOOXXXXXXXXOOOOOXXXOOOOXOOOOOXXOOOOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOXXXXXXXXOXXXOXXXXXOOOOXXXOXXXOOOOOOXXOXXXXXXOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOO  XXXX         ,0
XXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOXXXOOOOOOXXXOXXXXXXXOOXXXOXXXXXOOOOXXXOXXXXOOOOOXXXOXXXXXOOOOXXXOXXXXXOOOOXXXOXXXXXOOOOXXOXXXXXOOO  XXXXXX       ,0
XXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
   OOOOOOOOOO   XXXXXXXXXO           XO           XO           XX                                                                                                        ,1
OOOXXXXXXXXXXOOOXXXXXXXXXXOOOXXXXXXXXXXOOOXXXXXXXXXXOOOXOOOOOOXXXOOOXOOOOOXXXXOOOXOOOOXXXXXOOOXOOOOOOXXXOOOXOOOOOXXXXOOOXOOOOXXXXXOOXOOOOOOXXXXOOOOOO                    ,0
OOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOOOOXXOOOOOOXXXXXXXOO                        ,0
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOXXOOOOOXXXXOXXXXXXOOXXXXXXXXXOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOO  XXXX         ,0
OOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOXXXXOXXXXXOXXXXXXOXXXXXOOOOXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
   OOOOOOOOOO   XXXXXXXXXO           XO           XO           XO           XO           XO           XO           XO           XO           XO           XO           XX,1
OOXXXXXXXXXXXOOXXXXXXXXXXXOOXOOOOOOOOOOOOXOXOOOOOOOOOOXOXXXXXXXXOOXOXXXXXOOOOOOOXXXOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOO  XXXXX        ,0
OOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOXXOXXXXXXOOXXXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOXXXXOXXXXXOXXXXXXOXXXXXOOOOXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOXXXXXOOXXXXXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOOXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOO                      ,0
OOOXXXXXXXXXXOOOXXXXXXXXXXOOOXXXXXXXXXXOOOXXXXXXXXXXOOOXOOOOOOXXXOOOXOOOOOXXXXOOOXOOOOXXXXXOOOXOOOOOOXXXOOOXOOOOOXXXXOOOXOOOOXXXXXOOXOOOOOOXXXXOOOOOO                    ,0
OOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOOOOXXOOOOOOXXXXXXXOO                        ,0
OOXXXXXXXXXXXOOXOOOOOXXXXXOXOOOOOOXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXOXOOOOOOXXOOOOXOOOOOOXOOOOOOOOOO  XXXXXXXX     ,0
OOOOOOOOOOXXXOOOOXXXXXOXXXOOXXXXXXXOXXXOOOOOXXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOXXOOOOOOXXXXOXXXXXXXOXXXXOXXXXOOOOXXXOXXXXOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXXXXXXXXOXOOOOOOOOOOXOXOOOOOOOOOOXOXXXXXXXXXOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOOXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOO                      ,0
OOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXX      OOOOX        OOOOX        OOOOX        OOOOX        OOOOX        OOOOX        O  OX           X         ,0
XXXXXXXXXXXOOXXXXXXXXXOXOOXXXXOOOOOOXOOXXOOOOOOOOXOOXXXXXXOOOOXOOXXXXOOOOOOXOOXXXXOOOOOOXOOXXXXXOOOOOXOOXXXXOOOOOOXOOXXXXXOOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOOOOOXXXOOOOOOOOOOXXXOOOOXXXXXOXXXOOXXXXXXXOXXXOOOOXXXXXOXXXOOOOXXXXXOXXXOOOOXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOXXOXXXXXXOOXXXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOXXXOXXXOOOXXXXXXOXXXOOOXXXXXXOXXXOOOOOXXXXOXXXOOOOXXXXXOXXXOOOXXXXXXOXXXOOOOOXXXXOXXXOOOOXXX XOXXXO       XX                ,0
                              X            XO           XO           XO           XO           XO           XO           XO           XO           XO           O        ,0
OOOOOOOOOXXXXOOXXXXXXXXXXXOOOOXXXXXXXXXOOOOOOOOOXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XOXXXXXXXXXXXOOOOOOOOOOOOXOOOOOOXXXXXXXOOOOXXXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXX OOOO                      ,0
OOXXXXXXXXXXXOOXXXXXXXXXXXOOXOOOOXXXXXXOOXOOOOOOOXXXOOXOOOOOXXXXXOOXOOOOOXXXXXOOXOOOOOOXXXXOOXOOOOOXXXXXOXOOOOOOXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXOOOXXXOXXXXXXOOXXXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXX OOOOO                     ,0
OOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOOOOXXXXOOOOOOXXOXXXXOOOXXXXXOXXXXOOXXXXXXOXXXXOOOOOXXXOXXXXOOOXXXXXOXXXXOOOXXXXXOXXXXOOOOXXXXXXXX OOOOO                     ,0
OOOOXXXXXXXXXOOOOXXXXXXXXXOOOXOOOOXXXXXOOOOOOOOOXXXXOOOOOOXXXXXXXOOOOOXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXOOOOOOOOOOXXXOOOOOOOOOOXXXOOOOOOOOOOXXXOXXOOOOOOOXXXOXXXXXXXXOXXXOXXXXXOOOOXXXOXXXOOOOOOXXXOXXXXXXOOOXXOXXXXXOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXOOOOOOOOOOOXXOXXXOOOOOOOXXOXXXXXXXXOOXOXXXXXXOOOOOXXXXXXOOOOOOOXXXXXOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
OOOOOOOOOOOXXOOOOOOOOOOOXXOOOOXXXXXXOXXOOXXXXXXXXOXXOOOOOOXXXXOXXOOOOXXXXXXOXXOOOOXXXXXXOXXOOOOOXXXXXOXXOOOOXXXXXXOXXOOOOOXXXXXOXXOOOOXXXXXXXX OOOOO                     ,0
XXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOOOOOOOOXXXXXOXOOOO  XXXXXOXXXX   XXXXXOX      XXXXOX       XXXXX        ,1
OOOOOOOOOXXXXOOOOOOXXOXXXXOOOXXXXXOXXXXOOXXXXXXXXXXXOOOOOOOOXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXXXXOOOOOXXXXXOOXOOOOOXXOOOOOXOOOOOXXOOOOOXOOOOOXXXXOOOXOOOOOXXXOOOOOOOOOOXXXXXXXOOOO  XXXX         ,0
XXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXXXOOOOOOXXXXXOXOOOOOOXXOOOOXOOOOOOXOOOOOOOOOO  XXXXXXXX     ,0
OOOOOOOOOOOOXOOOXXXXXXXXOXOOXXXXXXXXXOXOOOOOOOXXXXOXOOOOOXXXXXXOXOOOOXXXXXXXOXOOOOOXXXXXXOXOOOOOXXXXXXXXOOOOOOXXXXXXXOOOOOOOXXXXXXOOOOOOXXXXXX OOOOO                     ,0
XXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXXXXXOOOOXXXXXOOOXOOOOXXOOOOOOXOOOOXXXOOOOOXOOOOXXXXOOOOXOOOOXXXOOOOOOOOOOXXXXXXXXOOOOOXXXXXXOOOOOOOXXXXXXOOOOOOOXXXXXXXOOOO  XXXX         ,0
   XXXXXXXXXX  OOOOOOOOOOX           OX           OX           OX           OX           OO                                                                              ,1
OOOXXXXXXXXXXOOOXXXXXXXXXXOOOXXXXX     OOOX         OOOX         OOOX         OOOX         OOOX         OOOX         OOOX         OOOX           X                       ,0
